# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.685554265975952148e-01 2.862475204467773438e+01 1.310533583164215088e-01 3.447129856795072556e-04 4.416868686676025391e-01 2.523956596851348877e-01 8.393285870552062988e-01 2.862475204467773438e+01 1.310533583164215088e-01 3.447129856795072556e-04 4.416868686676025391e-01 2.523956596851348877e-01
1.000000000000000000e+03 6.169538199901580811e-02 5.226311683654785156e-01 3.226127028465270996e-01 1.171957592305261642e-05 2.635868489742279053e-01 2.427097409963607788e-01 5.941778793931007385e-02 5.226311683654785156e-01 3.226127028465270996e-01 1.171957592305261642e-05 2.635868489742279053e-01 2.427097409963607788e-01
2.000000000000000000e+03 5.173883959650993347e-02 3.409020006656646729e-01 2.980067729949951172e-01 7.264385203598067164e-06 2.590755820274353027e-01 1.644792258739471436e-01 2.064645290374755859e-02 3.409020006656646729e-01 2.980067729949951172e-01 7.264385203598067164e-06 2.590755820274353027e-01 1.644792258739471436e-01
3.000000000000000000e+03 7.369745522737503052e-02 1.172747611999511719e-01 2.946496307849884033e-01 3.881917109538335353e-06 2.642525732517242432e-01 1.343815773725509644e-01 1.741182990372180939e-02 1.172747611999511719e-01 2.946496307849884033e-01 3.881917109538335353e-06 2.642525732517242432e-01 1.343815773725509644e-01
4.000000000000000000e+03 6.439034640789031982e-02 1.552183479070663452e-01 1.898999810218811035e-01 1.826187326514627784e-05 1.546265631914138794e-01 1.181039959192276001e-01 1.370389666408300400e-02 1.552183479070663452e-01 1.898999810218811035e-01 1.826187326514627784e-05 1.546265631914138794e-01 1.181039959192276001e-01
5.000000000000000000e+03 6.056727096438407898e-02 1.720912903547286987e-01 1.070325672626495361e-01 4.293643723940476775e-05 1.127999722957611084e-01 1.351515352725982666e-01 1.413943246006965637e-02 1.720912903547286987e-01 1.070325672626495361e-01 4.293643723940476775e-05 1.127999722957611084e-01 1.351515352725982666e-01
6.000000000000000000e+03 9.686668962240219116e-02 1.365605145692825317e-01 3.905443549156188965e-01 1.719497231533750892e-05 2.095112055540084839e-01 3.136517107486724854e-01 2.171285822987556458e-02 1.365605145692825317e-01 3.905443549156188965e-01 1.719497231533750892e-05 2.095112055540084839e-01 3.136517107486724854e-01
7.000000000000000000e+03 3.024643473327159882e-02 1.518142968416213989e-01 1.113460510969161987e-01 2.054661672445945442e-05 4.536511003971099854e-02 9.816413372755050659e-02 5.956936627626419067e-03 1.518142968416213989e-01 1.113460510969161987e-01 2.054661672445945442e-05 4.536511003971099854e-02 9.816413372755050659e-02
8.000000000000000000e+03 7.024110853672027588e-02 1.248147487640380859e-01 1.288486868143081665e-01 9.727014003146905452e-07 6.725297868251800537e-02 1.705494374036788940e-01 1.046408247202634811e-02 1.248147487640380859e-01 1.288486868143081665e-01 9.727014003146905452e-07 6.725297868251800537e-02 1.705494374036788940e-01
9.000000000000000000e+03 3.117545247077941895e-01 2.602117061614990234e-01 4.477730989456176758e-01 3.364292524565826170e-06 4.594738781452178955e-01 2.097229957580566406e-01 7.133431732654571533e-02 2.602117061614990234e-01 4.477730989456176758e-01 3.364292524565826170e-06 4.594738781452178955e-01 2.097229957580566406e-01
1.000000000000000000e+04 8.424451947212219238e-02 1.210222989320755005e-01 6.202784925699234009e-02 5.447890316645498388e-07 1.092354878783226013e-01 1.218485161662101746e-01 2.244255132973194122e-02 1.210222989320755005e-01 6.202784925699234009e-02 5.447890316645498388e-07 1.092354878783226013e-01 1.218485161662101746e-01
